Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,Project,Street,Ward,District,Province,Price_per_m2,Is_Project,Area_group,Has_certificate
"Dự án Sun Group Hà Nam, Đường Quốc lộ 1A, Xã Tiên Hiệp, Phủ Lý, Hà Nam",60.0,8.0,15.0,Unknown,Unknown,4.0,5.0,5.0,Have certificate,Unknown,4.5,Dự án Sun Group Hà Nam,Đường Quốc lộ 1A,Xã Tiên Hiệp,Phủ Lý,Hà Nam,0.075,1,50-80m²,1
"Dự án Phú Mỹ Estates, Đường Hắc Dịch - Tóc Tiên, Phường Hắc Dịch, Phú Mỹ, Bà Rịa Vũng Tàu",85.0,5.07,8.0,Unknown,Unknown,4.0,4.0,6.0,Have certificate,Unknown,4.2,Dự án Phú Mỹ Estates,Đường Hắc Dịch - Tóc Tiên,Phường Hắc Dịch,Phú Mỹ,Bà Rịa Vũng Tàu,0.0494,1,80-120m²,1
"Đường Phạm Văn Hai, Phường 3, Tân Bình, Hồ Chí Minh giá 2tỷ380",74.02,5.3,5.0,Unknown,Unknown,3.0,3.0,3.0,Have certificate,Full,2.38,,Đường Phạm Văn Hai,Phường 3,Tân Bình,Hồ Chí Minh,0.0322,0,50-80m²,1
"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",62.5,5.0,13.0,Unknown,Unknown,5.0,6.0,4.0,Have certificate,Unknown,7.5,Dự án The Empire - Vinhomes Ocean Park 2,,Xã Long Hưng,Văn Giang,Hưng Yên,0.12,1,50-80m²,1
"Dự án Him Lam Thường Tín, Đường ĐT 427B, Thị trấn Thường Tín, Thường Tín, Hà Nội",87.0,5.0,33.0,Đông - Nam,Tây - Bắc,5.0,5.0,5.0,Have certificate,Unknown,10.0,Dự án Him Lam Thường Tín,"Đường ĐT 427B, Thị trấn Thường Tín",,Thường Tín,Hà Nội,0.1149,1,80-120m²,1
"D16/22/ ấp 4b, Xã Vĩnh Lộc B, Bình Chánh, Hồ Chí Minh",56.0,5.0,5.0,Bắc,Unknown,3.0,3.0,3.0,Unknown,Unknown,2.7,,D16/22/ ấp 4b,Xã Vĩnh Lộc B,Bình Chánh,Hồ Chí Minh,0.0482,0,50-80m²,0
"Dự án Waterpoint, Đường Tỉnh lộ 824, Xã An Thạnh, Bến Lức, Long An",90.0,6.0,12.0,Bắc,Unknown,2.0,3.0,3.0,Unknown,Unknown,5.5,Dự án Waterpoint,Đường Tỉnh lộ 824,Xã An Thạnh,Bến Lức,Long An,0.0611,1,80-120m²,0
"Dự án D-Aqua, Đường Bến Bình Đông, Phường 14, Quận 8, Hồ Chí Minh",58.0,4.1,6.0,Unknown,Unknown,3.0,3.0,3.0,Sale contract,Basic,4.61,Dự án D-Aqua,Đường Bến Bình Đông,Phường 14,Quận 8,Hồ Chí Minh,0.0795,1,50-80m²,0
"Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội",35.0,5.0,2.0,Unknown,Unknown,5.0,5.0,4.0,Have certificate,Full,6.85,,Phố Trung Kính,Phường Trung Hòa,Cầu Giấy,Hà Nội,0.1957,0,<50m²,1
"Hẻm 350, Đường Nguyễn Văn Lượng, Phường 16, Gò Vấp, Hồ Chí Minh",50.4,4.1,5.0,Unknown,Unknown,3.0,4.0,4.0,Have certificate,Basic,3.75,,"Hẻm 350, Đường Nguyễn Văn Lượng",Phường 16,Gò Vấp,Hồ Chí Minh,0.0744,0,50-80m²,1
"Hẻm 36/ Bình Giã, Phường 13, Tân Bình, Hồ Chí Minh",54.0,4.1,5.0,Unknown,Unknown,3.0,4.0,4.0,Have certificate,Full,4.3,,Hẻm 36/ Bình Giã,Phường 13,Tân Bình,Hồ Chí Minh,0.0796,0,50-80m²,1
"HXH 330/, Đường Phan Đình Phùng, Phường 1, Phú Nhuận, Hồ Chí Minh",57.4,4.1,6.0,Unknown,Unknown,3.0,3.0,2.0,Have certificate,Basic,4.05,,"HXH 330/, Đường Phan Đình Phùng",Phường 1,Phú Nhuận,Hồ Chí Minh,0.0706,0,50-80m²,1
"Số 9 ngõ 197, Đường Lâm Du, Phường Bồ Đề, Long Biên, Hà Nội",56.0,3.82,2.5,Đông - Nam,Unknown,5.0,6.0,5.0,Have certificate,Full,6.5,,"Số 9 ngõ 197, Đường Lâm Du",Phường Bồ Đề,Long Biên,Hà Nội,0.1161,0,50-80m²,1
"Đường Lộc Hậu, Xã Mỹ Lộc, Cần Giuộc, Long An",151.0,4.0,6.0,Tây,Tây,2.0,4.0,3.0,Have certificate,Full,3.2,,Đường Lộc Hậu,Xã Mỹ Lộc,Cần Giuộc,Long An,0.0212,0,120-200m²,1
"Đường Nguyễn Thượng Hiền, Phường 5, Bình Thạnh, Hồ Chí Minh",51.75,4.5,6.0,Tây - Nam,Tây - Nam,4.0,4.0,5.0,Have certificate,Unknown,9.2,,Đường Nguyễn Thượng Hiền,Phường 5,Bình Thạnh,Hồ Chí Minh,0.1778,0,50-80m²,1
"Đường Ái Mộ, Phường Bồ Đề, Long Biên, Hà Nội",27.0,4.0,10.0,Unknown,Unknown,5.0,4.0,5.0,Have certificate,Full,7.65,,Đường Ái Mộ,Phường Bồ Đề,Long Biên,Hà Nội,0.2833,0,<50m²,1
"Dự án Melosa Garden, Đường Vành Đai Trong, Phường Phú Hữu, Quận 9, Hồ Chí Minh",115.0,4.1,6.0,Unknown,Unknown,3.0,3.0,3.0,Unknown,Full,9.55,Dự án Melosa Garden,Đường Vành Đai Trong,Phường Phú Hữu,Quận 9,Hồ Chí Minh,0.083,1,80-120m²,0
"Dự án Him Lam Thường Tín, Đường Trần Phú, Thị trấn Thường Tín, Thường Tín, Hà Nội",81.0,4.0,18.5,Unknown,Unknown,5.0,4.0,4.0,Unknown,Unknown,9.9,Dự án Him Lam Thường Tín,"Đường Trần Phú, Thị trấn Thường Tín",,Thường Tín,Hà Nội,0.1222,1,80-120m²,0
"Dự án The Standard, Đường Tân Phước Khánh 10, Phường Tân Phước Khánh, Tân Uyên, Bình Dương",102.8,7.0,18.0,Đông - Nam,Unknown,2.0,4.0,4.0,Unknown,Unknown,5.6,Dự án The Standard,Đường Tân Phước Khánh 10,Phường Tân Phước Khánh,Tân Uyên,Bình Dương,0.0545,1,80-120m²,0
"Dự án The Empire - Vinhomes Ocean Park 2, Huyện Văn Giang, Hưng Yên",48.0,5.0,13.0,Unknown,Unknown,5.0,6.0,4.0,Have certificate,Unknown,5.8,Dự án The Empire - Vinhomes Ocean Park 2,,,Huyện Văn Giang,Hưng Yên,0.1208,1,<50m²,1
"Phường 11, Tân Bình, Hồ Chí Minh",55.0,4.5,5.0,Unknown,Unknown,3.0,3.0,3.0,Unknown,Unknown,6.8,,,Phường 11,Tân Bình,Hồ Chí Minh,0.1236,0,50-80m²,0
"Hẻm 47/, Đường Nguyễn Văn Đậu, Phường 6, Bình Thạnh, Hồ Chí Minh",56.25,4.5,5.0,Unknown,Unknown,3.0,4.0,3.0,Have certificate,Basic,4.29,,"Hẻm 47/, Đường Nguyễn Văn Đậu",Phường 6,Bình Thạnh,Hồ Chí Minh,0.0763,0,50-80m²,1
"30/2, Đường Số 47, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",65.0,4.1,6.0,Unknown,Unknown,2.0,3.0,3.0,Unknown,Unknown,4.0,,"30/2, Đường Số 47",Phường Hiệp Bình Chánh,Thủ Đức,Hồ Chí Minh,0.0615,0,50-80m²,0
"Đường Lê Văn Quới, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",80.0,8.0,8.0,Nam,Nam,5.0,5.0,6.0,Unknown,Unknown,6.5,,Đường Lê Văn Quới,Phường Bình Trị Đông A,Bình Tân,Hồ Chí Minh,0.0812,0,50-80m²,0
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",60.0,4.0,13.0,Tây - Nam,Đông - Bắc,5.0,6.0,4.0,Sale contract,Unknown,7.0,Dự án The Crown - Vinhomes Ocean Park 3,,Xã Nghĩa Trụ,Văn Giang,Hưng Yên,0.1167,1,50-80m²,0
"Phố Yên Duyên, Phường Yên Sở, Hoàng Mai, Hà Nội",33.0,3.0,2.0,Tây - Bắc,Tây - Bắc,5.0,3.0,4.0,Have certificate,Full,4.48,,Phố Yên Duyên,Phường Yên Sở,Hoàng Mai,Hà Nội,0.1358,0,<50m²,1
"Đường Nguyễn Đình Chính, Phường 11, Phú Nhuận, Hồ Chí Minh",38.0,4.2,6.0,Đông - Bắc,Đông - Bắc,4.0,3.0,4.0,Have certificate,Full,6.78,,Đường Nguyễn Đình Chính,Phường 11,Phú Nhuận,Hồ Chí Minh,0.1784,0,<50m²,1
"Dự án Phú Cường, Rạch Giá, Kiên Giang",150.0,5.0,38.0,Tây,Tây,2.5,3.0,3.0,Sale contract,Unknown,4.9,Dự án Phú Cường,,,Rạch Giá,Kiên Giang,0.0327,1,120-200m²,0
"Dự án Ny'ah Bình Tây, Đường Nguyễn Văn Luông, Phường 11, Quận 6, Hồ Chí Minh",42.0,4.1,6.0,Unknown,Unknown,3.0,2.0,3.0,Have certificate,Unknown,6.5,Dự án Ny'ah Bình Tây,Đường Nguyễn Văn Luông,Phường 11,Quận 6,Hồ Chí Minh,0.1548,1,<50m²,1
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",60.0,5.0,13.0,Unknown,Unknown,5.0,6.0,4.0,Unknown,Unknown,7.0,Dự án The Crown - Vinhomes Ocean Park 3,,Xã Nghĩa Trụ,Văn Giang,Hưng Yên,0.1167,1,50-80m²,0
"Phố Khâm Thiên, Phường Thổ Quan, Đống Đa, Hà Nội",30.0,3.4,3.0,Unknown,Unknown,6.0,4.0,5.0,Unknown,Full,5.65,,Phố Khâm Thiên,Phường Thổ Quan,Đống Đa,Hà Nội,0.1883,0,<50m²,0
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",78.0,6.0,13.0,Tây - Bắc,Unknown,5.0,6.0,4.0,Unknown,Unknown,9.8,Dự án The Crown - Vinhomes Ocean Park 3,,Xã Nghĩa Trụ,Văn Giang,Hưng Yên,0.1256,1,50-80m²,0
"Đường Trần Quang Diệu, Phường 14, Quận 3, Hồ Chí Minh",43.5,4.1,2.0,Tây - Nam,Tây - Nam,4.0,3.0,4.0,Have certificate,Basic,6.2,,Đường Trần Quang Diệu,Phường 14,Quận 3,Hồ Chí Minh,0.1425,0,<50m²,1
"189/16, Đường Lý Thái Tổ, Phường 9, Quận 10, Hồ Chí Minh",23.9,3.5,6.0,Unknown,Unknown,2.0,2.0,2.0,Unknown,Unknown,4.2,,"189/16, Đường Lý Thái Tổ",Phường 9,Quận 10,Hồ Chí Minh,0.1757,0,<50m²,0
"Đường Lê Trọng Tấn, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",78.7,4.0,6.0,Đông - Nam,Unknown,3.0,3.0,3.0,Have certificate,Unknown,5.5,,Đường Lê Trọng Tấn,Phường Bình Hưng Hòa,Bình Tân,Hồ Chí Minh,0.0699,0,50-80m²,1
"Đường 17, Phường Tân Hiệp, Tân Uyên, Bình Dương",67.5,5.0,9.0,Unknown,Unknown,2.0,3.0,3.0,Unknown,Unknown,2.18,,Đường 17,Phường Tân Hiệp,Tân Uyên,Bình Dương,0.0323,0,50-80m²,0
"Đường Trương Vĩnh Ký, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",72.0,4.0,5.0,Unknown,Unknown,2.0,4.0,4.0,Have certificate,Full,6.7,,Đường Trương Vĩnh Ký,Phường Tân Sơn Nhì,Tân Phú,Hồ Chí Minh,0.0931,0,50-80m²,1
"Đường Đê Mới, Xã Phụng Châu, Chương Mỹ, Hà Nội",60.0,4.0,3.0,Unknown,Unknown,4.0,4.0,3.0,Have certificate,Basic,2.65,,Đường Đê Mới,Xã Phụng Châu,Chương Mỹ,Hà Nội,0.0442,0,50-80m²,1
"Dự án PiCity High Park, Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",200.0,4.1,6.0,Unknown,Unknown,2.0,3.0,3.0,Unknown,Unknown,10.0,Dự án PiCity High Park,Đường Thạnh Xuân 13,Phường Thạnh Xuân,Quận 12,Hồ Chí Minh,0.05,1,120-200m²,0
"Phố Lò Đúc, Phường Đống Mác, Hai Bà Trưng, Hà Nội",36.0,4.0,3.0,Unknown,Unknown,5.0,4.0,4.0,Have certificate,Basic,6.0,,Phố Lò Đúc,Phường Đống Mác,Hai Bà Trưng,Hà Nội,0.1667,0,<50m²,1
"Dự án Melosa Garden, Đường Vành Đai Trong, Phường Phú Hữu, Quận 9, Hồ Chí Minh",100.0,4.1,20.0,Nam,Nam,3.0,4.0,4.0,Have certificate,Full,8.49,Dự án Melosa Garden,Đường Vành Đai Trong,Phường Phú Hữu,Quận 9,Hồ Chí Minh,0.0849,1,80-120m²,1
"Dự án Eco City Premia, Phường Tân An, Buôn Ma Thuột, Đắk Lắk.",120.0,6.0,30.0,Unknown,Unknown,4.0,2.0,1.0,Have certificate,Unknown,5.85,Dự án Eco City Premia,,Phường Tân An,Buôn Ma Thuột,Đắk Lắk,0.0487,1,80-120m²,1
"Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội",78.0,4.0,3.0,Unknown,Unknown,3.0,3.0,3.0,Have certificate,Full,5.8,,,Xã Vĩnh Quỳnh,Thanh Trì,Hà Nội,0.0744,0,50-80m²,1
"Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",132.0,4.0,8.0,Unknown,Unknown,2.0,3.0,2.0,Unknown,Unknown,7.0,,Đường Huỳnh Tấn Phát,Phường Tân Thuận Đông,Quận 7,Hồ Chí Minh,0.053,0,120-200m²,0
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",102.0,4.1,3.0,Unknown,Unknown,1.0,2.0,1.0,Have certificate,Unknown,6.8,,Đường Huỳnh Tấn Phát,Phường Phú Thuận,Quận 7,Hồ Chí Minh,0.0667,0,80-120m²,1
"Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",101.0,7.1,2.5,Unknown,Unknown,3.0,4.0,3.0,Have certificate,Unknown,6.6,,Đường Huỳnh Tấn Phát,Phường Tân Thuận Đông,Quận 7,Hồ Chí Minh,0.0653,0,80-120m²,1
"Đường Số 8, Phường 11, Gò Vấp, Hồ Chí Minh",81.0,8.0,8.0,Bắc,Bắc,1.0,1.0,1.0,Unknown,Unknown,5.8,,Đường Số 8,Phường 11,Gò Vấp,Hồ Chí Minh,0.0716,0,80-120m²,0
"Đường Ỷ La, Phường Dương Nội, Hà Đông, Hà Nội",35.0,4.0,3.0,Unknown,Unknown,5.0,4.0,3.0,Have certificate,Unknown,3.5,,Đường Ỷ La,Phường Dương Nội,Hà Đông,Hà Nội,0.1,0,<50m²,1
"Dự án Mega Ruby, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",75.0,5.0,24.0,Unknown,Unknown,3.0,3.0,3.0,Have certificate,Full,7.7,Dự án Mega Ruby,Đường Võ Chí Công,Phường Phú Hữu,Quận 9,Hồ Chí Minh,0.1027,1,50-80m²,1
"Đường Tân Kỳ Tân Quý, Phường Tân Quý, Tân Phú, Hồ Chí Minh",62.0,4.1,6.0,Unknown,Unknown,4.0,6.0,4.0,Have certificate,Unknown,6.9,,Đường Tân Kỳ Tân Quý,Phường Tân Quý,Tân Phú,Hồ Chí Minh,0.1113,0,50-80m²,1
"Dự án Lavilla Green City, Đường Hùng Vương, Phường 6, Tân An, Long An",100.0,15.0,20.0,Unknown,Unknown,3.0,4.0,3.0,Have certificate,Unknown,3.9,Dự án Lavilla Green City,Đường Hùng Vương,Phường 6,Tân An,Long An,0.039,1,80-120m²,1
"Ngõ 387, Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",42.0,3.3,5.0,Nam,Unknown,4.0,5.0,4.0,Have certificate,Full,8.8,,"Ngõ 387, Phố Vũ Tông Phan",Phường Khương Đình,Thanh Xuân,Hà Nội,0.2095,0,<50m²,1
"Đường Nguyễn Văn Khối, Phường 9, Gò Vấp, Hồ Chí Minh",143.0,5.0,6.0,Unknown,Unknown,4.0,4.0,4.0,Have certificate,Full,9.3,,Đường Nguyễn Văn Khối,Phường 9,Gò Vấp,Hồ Chí Minh,0.065,0,120-200m²,1
"Dự án Centa Riverside, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",180.0,9.0,40.0,Nam,Nam,3.0,5.0,4.0,Have certificate,Basic,9.7,Dự án Centa Riverside,Đường Hữu Nghị,Phường Phù Chẩn,Từ Sơn,Bắc Ninh,0.0539,1,120-200m²,1
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",75.0,5.0,17.0,Unknown,Unknown,5.0,6.0,4.0,Have certificate,Basic,8.6,Dự án The Crown - Vinhomes Ocean Park 3,,Xã Nghĩa Trụ,Văn Giang,Hưng Yên,0.1147,1,50-80m²,1
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",78.0,6.0,13.0,Unknown,Unknown,5.0,6.0,4.0,Have certificate,Basic,9.4,Dự án The Crown - Vinhomes Ocean Park 3,,Xã Nghĩa Trụ,Văn Giang,Hưng Yên,0.1205,1,50-80m²,1
"Phường Thạch Bàn, Long Biên, Hà Nội",33.0,4.5,2.5,Nam,Nam,5.0,3.0,4.0,Have certificate,Full,4.15,,,Phường Thạch Bàn,Long Biên,Hà Nội,0.1258,0,<50m²,1
"Đường Tả Thanh Oai, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",31.0,4.0,3.0,Unknown,Unknown,5.0,4.0,4.0,Have certificate,Unknown,2.9,,Đường Tả Thanh Oai,Xã Tả Thanh Oai,Thanh Trì,Hà Nội,0.0935,0,<50m²,1
"Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",83.6,4.1,6.0,Tây,Unknown,4.0,4.0,5.0,Have certificate,Unknown,8.6,,Đường Huỳnh Tấn Phát,Phường Phú Mỹ,Quận 7,Hồ Chí Minh,0.1029,0,80-120m²,1
"Số 7H/15/351, Đường Âu Cơ, Phường Nhật Tân, Tây Hồ, Hà Nội",56.0,4.8,3.0,Đông - Nam,Đông - Nam,6.0,4.0,4.0,Have certificate,Unknown,5.3,,"Số 7H/15/351, Đường Âu Cơ",Phường Nhật Tân,Tây Hồ,Hà Nội,0.0946,0,50-80m²,1
"Đường CSEDP, Phường Đông Vệ, Thanh Hóa, Thanh Hóa.",90.0,5.0,17.5,Đông - Bắc,Đông - Bắc,4.0,4.0,5.0,Have certificate,Unknown,3.85,,Đường CSEDP,Phường Đông Vệ,Thanh Hóa,Thanh Hóa,0.0428,0,80-120m²,1
"Ngõ 18, Đường Ngô Quyền, Phường Quang Trung, Hà Đông, Hà Nội",55.0,4.0,5.0,Unknown,Unknown,5.0,6.0,5.0,Have certificate,Full,8.3,,"Ngõ 18, Đường Ngô Quyền",Phường Quang Trung,Hà Đông,Hà Nội,0.1509,0,50-80m²,1
"Đường 5, Phường Bình Trưng Tây, Thủ Đức, Hồ Chí Minh",50.0,9.0,6.0,Nam,Nam,2.0,2.0,2.0,Have certificate,Unknown,3.9,,Đường 5,Phường Bình Trưng Tây,Thủ Đức,Hồ Chí Minh,0.078,0,<50m²,1
"Đường Hiệp Thành 13, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",65.0,4.1,8.0,Unknown,Unknown,4.0,4.0,5.0,Unknown,Unknown,4.2,,Đường Hiệp Thành 13,Phường Hiệp Thành,Quận 12,Hồ Chí Minh,0.0646,0,50-80m²,0
"Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",60.0,4.0,3.0,Unknown,Unknown,5.0,4.0,4.0,Have certificate,Unknown,4.3,,,Phường Vĩnh Hưng,Hoàng Mai,Hà Nội,0.0717,0,50-80m²,1
"Dự án KVG The Capella Nha Trang, Đường Võ Nguyên Giáp, Xã Vĩnh Thái, Nha Trang, Khánh Hòa",100.0,5.0,15.0,Đông - Nam,Đông - Nam,3.0,3.0,4.0,Sale contract,Unknown,3.95,Dự án KVG The Capella Nha Trang,Đường Võ Nguyên Giáp,Xã Vĩnh Thái,Nha Trang,Khánh Hòa,0.0395,1,80-120m²,0
"Dự án Thanh Hà Mường Thanh, Phường Kiến Hưng, Hà Đông, Hà Nội",33.0,4.0,3.0,Unknown,Unknown,5.0,1.0,1.0,Sale contract,Unknown,1.4,Dự án Thanh Hà Mường Thanh,,Phường Kiến Hưng,Hà Đông,Hà Nội,0.0424,1,<50m²,0
"Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội",60.0,4.0,2.0,Unknown,Unknown,3.0,3.0,3.0,Have certificate,Unknown,4.7,,,Xã Vĩnh Quỳnh,Thanh Trì,Hà Nội,0.0783,0,50-80m²,1
"Đường Cổ Linh, Phường Thạch Bàn, Long Biên, Hà Nội",70.0,4.0,3.0,Unknown,Unknown,5.0,5.0,4.0,Unknown,Unknown,6.9,,Đường Cổ Linh,Phường Thạch Bàn,Long Biên,Hà Nội,0.0986,0,50-80m²,0
"Hẻm 183, Đường 3/2, Phường 11, Quận 10, Hồ Chí Minh",40.0,4.1,5.0,Tây,Unknown,4.0,5.0,4.0,Have certificate,Full,9.1,,"Hẻm 183, Đường 3/2",Phường 11,Quận 10,Hồ Chí Minh,0.2275,0,<50m²,1
"Số 3/83 ngõ 61, Đường Phố Trạm, Phường Long Biên, Long Biên, Hà Nội",40.0,4.0,3.0,Đông - Nam,Unknown,5.0,6.0,3.0,Unknown,Unknown,6.25,,"Số 3/83 ngõ 61, Đường Phố Trạm",Phường Long Biên,Long Biên,Hà Nội,0.1562,0,<50m²,0
"Đường An Dương Vương, Phường 10, Quận 6, Hồ Chí Minh",66.0,4.0,12.0,Unknown,Unknown,4.0,5.0,3.0,Have certificate,Unknown,8.95,,Đường An Dương Vương,Phường 10,Quận 6,Hồ Chí Minh,0.1356,0,50-80m²,1
"89, Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",35.0,4.0,3.0,Unknown,Unknown,4.0,4.0,3.0,Have certificate,Full,6.25,,"89, Đường Lạc Long Quân",Phường Nghĩa Đô,Cầu Giấy,Hà Nội,0.1786,0,<50m²,1
"Đường Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",74.0,4.1,6.0,Unknown,Unknown,2.0,4.0,3.0,Have certificate,Full,6.83,,Đường Tân Kỳ Tân Quý,Phường Tân Sơn Nhì,Tân Phú,Hồ Chí Minh,0.0923,0,50-80m²,1
"Hẻm 701, Phố Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",45.0,4.1,6.0,Unknown,Unknown,2.0,2.0,2.0,Have certificate,Unknown,4.4,,"Hẻm 701, Phố Trần Xuân Soạn",Phường Tân Hưng,Quận 7,Hồ Chí Minh,0.0978,0,<50m²,1
"Phường Thạch Bàn, Long Biên, Hà Nội",70.0,4.0,3.0,Unknown,Unknown,5.0,4.0,4.0,Have certificate,Basic,6.8,,,Phường Thạch Bàn,Long Biên,Hà Nội,0.0971,0,50-80m²,1
"Dự án The Origami, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",45.0,4.1,24.0,Đông - Nam,Unknown,3.0,3.0,3.0,Sale contract,Basic,7.0,Dự án The Origami,Đường Nguyễn Xiển,Phường Long Thạnh Mỹ,Quận 9,Hồ Chí Minh,0.1556,1,<50m²,0
"Dự án The Standard, Đường Tân Phước Khánh 10, Phường Tân Phước Khánh, Tân Uyên, Bình Dương",85.0,5.0,18.0,Tây - Bắc,Unknown,2.0,4.0,4.0,Have certificate,Unknown,5.9,Dự án The Standard,Đường Tân Phước Khánh 10,Phường Tân Phước Khánh,Tân Uyên,Bình Dương,0.0694,1,80-120m²,1
"Đường Phố Trạm, Phường Thạch Bàn, Long Biên, Hà Nội",48.0,4.0,2.5,Unknown,Unknown,4.0,5.0,4.0,Have certificate,Basic,6.4,,Đường Phố Trạm,Phường Thạch Bàn,Long Biên,Hà Nội,0.1333,0,<50m²,1
"Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",56.1,4.2,6.0,Unknown,Unknown,4.0,4.0,3.0,Have certificate,Unknown,6.3,,,Phường Hiệp Bình Chánh,Thủ Đức,Hồ Chí Minh,0.1123,0,50-80m²,1
"Đường Trương Định, Phường Tương Mai, Hoàng Mai, Hà Nội",40.0,4.0,3.0,Unknown,Unknown,5.0,4.0,4.0,Unknown,Unknown,7.48,,Đường Trương Định,Phường Tương Mai,Hoàng Mai,Hà Nội,0.187,0,<50m²,0
"Xã Đông La, Hoài Đức, Hà Nội",36.5,3.6,4.0,Unknown,Unknown,6.0,3.0,4.0,Have certificate,Basic,4.1,,,Xã Đông La,Hoài Đức,Hà Nội,0.1123,0,<50m²,1
"Phường Thạch Bàn, Long Biên, Hà Nội",36.0,4.0,3.0,Unknown,Unknown,4.0,4.0,4.0,Have certificate,Unknown,7.49,,,Phường Thạch Bàn,Long Biên,Hà Nội,0.2081,0,<50m²,1
"Đường Trương Phước Phan, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",64.0,4.0,6.0,Tây,Tây,5.0,4.0,5.0,Have certificate,Basic,6.7,,Đường Trương Phước Phan,Phường Bình Trị Đông,Bình Tân,Hồ Chí Minh,0.1047,0,50-80m²,1
"Số 43A ngõ 88, Phố Kim Hoa, Phường Phương Liên, Đống Đa, Hà Nội",12.0,3.0,3.0,Đông - Bắc,Đông - Bắc,5.0,3.0,4.0,Unknown,Unknown,1.8,,"Số 43A ngõ 88, Phố Kim Hoa",Phường Phương Liên,Đống Đa,Hà Nội,0.15,0,<50m²,0
"Dự án Waterpoint, Đường Tỉnh lộ 824, Xã An Thạnh, Bến Lức, Long An",90.0,6.0,12.0,Unknown,Unknown,2.0,3.0,2.0,Have certificate,Unknown,3.2,Dự án Waterpoint,Đường Tỉnh lộ 824,Xã An Thạnh,Bến Lức,Long An,0.0356,1,80-120m²,1
"Phố Cầu Cốc, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",53.0,4.3,22.0,Đông,Đông,5.0,6.0,5.0,Have certificate,Basic,6.39,,Phố Cầu Cốc,Phường Tây Mỗ,Nam Từ Liêm,Hà Nội,0.1206,0,50-80m²,1
"168/86// Đường Bình Trị Đông, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",96.0,5.5,6.0,Đông - Nam,Unknown,2.0,5.0,5.0,Have certificate,Full,8.5,,168/86// Đường Bình Trị Đông,Phường Bình Trị Đông,Bình Tân,Hồ Chí Minh,0.0885,0,80-120m²,1
"Đường Tô Hiến Thành, Phường 14, Quận 10, Hồ Chí Minh",31.0,6.2,6.0,Tây - Bắc,Tây - Bắc,3.0,4.0,3.0,Have certificate,Full,6.8,,Đường Tô Hiến Thành,Phường 14,Quận 10,Hồ Chí Minh,0.2194,0,<50m²,1
"Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",56.0,3.85,2.8,Unknown,Unknown,4.0,4.0,5.0,Have certificate,Full,8.5,,Đường Nguyễn Trãi,Phường Thanh Xuân Trung,Thanh Xuân,Hà Nội,0.1518,0,50-80m²,1
